Voucher No.,Date,Particulars,Category,Type,Quantity,AltUnits,Rate,INRvalue,Distributors
PFRN/20-21/2245,05-01-2021,"Priyalite 54"" Blue",Priyalite,Sales,88.33,1500,11,16500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2245,05-01-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,120.69,1500,15,22500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2245,05-01-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,104.91,1500,13,19500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2245,05-01-2021,"Suvasini 54""Blue",Suvasini,Sales,180.19,3600,10.5,37800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2245,05-01-2021,"20 MQ 42"" Light Blue",Mesh_Fabrics,Sales,151.88,1800,15,27000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2245,05-01-2021,"Hanuman 54""blue",Hanuman,Sales,185.51,4800,9.5,45600,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2245,05-01-2021,"Priyalite 54"" Sea Green",Priyalite,Sales,89.63,1500,11,16500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2265,06-01-2021,"40 Mesh MQ42""White(Red Border)",Mesh_Fabrics,Sales,131,1500,19,28500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2265,06-01-2021,"Priyalite 54"" Sea Green",Priyalite,Sales,89.69,1500,11,16500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2265,06-01-2021,"Priyalite 54"" Blue",Priyalite,Sales,90.16,1500,11,16500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2265,06-01-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,122.63,1500,15,22500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2265,06-01-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,105.25,1500,13,19500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2265,06-01-2021,"Hanuman 54""blue",Hanuman,Sales,93.07,2400,9.5,22800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2265,06-01-2021,"Suvasini 54""Blue",Suvasini,Sales,90.85,1800,10.5,18900,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2265,06-01-2021,"20 MQ 42"" Light Blue",Mesh_Fabrics,Sales,101.18,1200,15,18000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2265,06-01-2021,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,116.3,1200,15,18000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2273,06-01-2021,"40 HQ 42"" White",Mesh_Fabrics,Sales,128.4,1200,28,33600,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2298,08-01-2021,"Priyalite 54"" Blue",Priyalite,Sales,88.74,1500,11,16500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2298,08-01-2021,"24 LQ 42"" White",Mesh_Fabrics,Sales,89.26,1800,13,23400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2298,08-01-2021,"40 LQ 42""ZZ  White",Mesh_Fabrics,Sales,91.74,2400,11,26400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2298,08-01-2021,"Priyalite 54"" Sea Green",Priyalite,Sales,395.18,1500,11,16500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2298,08-01-2021,"Hanuman 54""blue",Hanuman,Sales,95.17,2400,9.5,22800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2298,08-01-2021,"Suvasini 54""Blue",Suvasini,Sales,90.71,1800,10.5,18900,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2307,08-01-2021,"24 LQ 42"" White",Mesh_Fabrics,Sales,66.3,1350,13,17550,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2327,11-01-2021,"20 MQ 42"" Light Blue",Mesh_Fabrics,Sales,150.98,1800,15,27000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2327,11-01-2021,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,133.94,2700,14,37800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2327,11-01-2021,"40 Mesh LQ42""ZZ White (Green Border)",Mesh_Fabrics,Sales,119.81,3000,11,33000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2327,11-01-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,160.99,2250,13,29250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2327,11-01-2021,"Priyadarshini 54"" Zebra",Priyadarshini,Sales,158.95,2250,13,29250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2327,11-01-2021,"Suvasini 54""Blue",Suvasini,Sales,134.05,2700,10.5,28350,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2353,13-01-2021,"24 MQ 42"" White",Mesh_Fabrics,Sales,116.71,1800,18,32400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2353,13-01-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,159.63,2250,13,29250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2353,13-01-2021,"Hanuman 54""blue",Hanuman,Sales,284.02,7200,9.5,68400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2353,13-01-2021,"Suvasini 54""Blue",Suvasini,Sales,266.75,5400,10.5,56700,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2353,13-01-2021,"40 MQ 42"" White",Mesh_Fabrics,Sales,196.04,2250,20,45000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2378,15-01-2021,"Priyalite 54"" Sea Green",Priyalite,Sales,44.5,750,11,8250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2378,15-01-2021,"Priyalite 54"" Blue",Priyalite,Sales,44.99,750,11,8250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2378,15-01-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,62.19,750,15,11250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2378,15-01-2021,"Hanuman 54""blue",Hanuman,Sales,48.37,1200,9.5,11400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2378,15-01-2021,"Suvasini 54""Blue",Suvasini,Sales,46.48,900,10.5,9450,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2378,15-01-2021,"Priyadarshini 54"" Zebra",Priyadarshini,Sales,52.72,750,13,9750,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2378,15-01-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,53.34,750,13,9750,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2378,15-01-2021,"20 MQ 42"" White",Mesh_Fabrics,Sales,50,600,19,11400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2378,15-01-2021,"20 MQ 42"" Light Blue",Mesh_Fabrics,Sales,49.66,600,15,9000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2385,16-01-2021,"40 Mesh MQ42""White(Red Border)",Mesh_Fabrics,Sales,65,750,19,14250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2385,16-01-2021,"40 Mesh LQ42""ZZ White (Green Border)",Mesh_Fabrics,Sales,116.45,3000,11,33000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2393,18-01-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,181.72,2250,15,33750,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2393,18-01-2021,"Hanuman 54""blue",Hanuman,Sales,148.21,3600,9.5,34200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2393,18-01-2021,"Suvasini 54""Blue",Suvasini,Sales,270.69,5400,10.5,56700,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2394,18-01-2021,"Suvasini 104"" Green",Suvasini,Sales,691.85,7500,31,232500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2408,19-01-2021,"Suvasini 104"" Green",Suvasini,Sales,854.14,9300,31,288300,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2441,21-01-2021,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,134.19,2700,14,37800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2441,21-01-2021,"Suvasini 54""Blue",Suvasini,Sales,138.83,2700,10.5,28350,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2510,28-01-2021,"Hanuman 54""blue",Hanuman,Sales,145.89,3600,9.5,34200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2510,28-01-2021,"Suvasini 54""Blue",Suvasini,Sales,280.81,5400,10.5,56700,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2510,28-01-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,359.97,4500,15,67500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2510,28-01-2021,"20MESHMQ84""WHITE",Mesh_Fabrics,Sales,101.98,600,37,22200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2528,29-01-2021,"Suvasini 104"" Green",Suvasini,Sales,367.64,4000,31,124000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2528,29-01-2021,"Hanuman54""olive Green",Hanuman,Sales,248.64,6000,14,84000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2532,29-01-2021,"40 MQ 120"" WHITE",Mesh_Fabrics,Sales,144.8,1800,21,37800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2532,29-01-2021,"40 Mesh LQ50"" XX White",Mesh_Fabrics,Sales,115.3,1800,17,30600,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2532,29-01-2021,"40 MQ 48"" White",Mesh_Fabrics,Sales,74.36,750,24,18000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2548,30-01-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,158.9,2250,13,29250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2548,30-01-2021,"Hanuman 54""blue",Hanuman,Sales,148.93,3600,9.5,34200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/20-21/2604,04-02-2021,"Hanuman 54""blue",Hanuman,Sales,499.32,12000,11.5,138000,Anantadeb Madanmohan & Co.
PFRN/20-21/2604,04-02-2021,"Suvasini 54""Blue",Suvasini,Sales,924.95,18000,13,234000,Anantadeb Madanmohan & Co.
PFRN/20-21/2604,04-02-2021,"Priyalite 54"" Blue",Priyalite,Sales,225.85,3750,14.5,54375,Anantadeb Madanmohan & Co.
PFRN/20-21/2604,04-02-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,304.51,3750,18.5,69375,Anantadeb Madanmohan & Co.
PFRN/20-21/2604,04-02-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,263.81,3750,16.5,61875,Anantadeb Madanmohan & Co.
PFRN/20-21/2605,04-02-2021,"Lotus 54"" Violet",Lotus,Sales,50.44,1000,14,14000,Anantadeb Madanmohan & Co.
PFRN/20-21/2605,04-02-2021,"Lotus 54"" Sky Blue",Lotus,Sales,74.93,1500,14,21000,Anantadeb Madanmohan & Co.
PFRN/20-21/2605,04-02-2021,"Lotus 54"" Light Sea Green",Lotus,Sales,79.13,1500,14,21000,Anantadeb Madanmohan & Co.
PFRN/20-21/2605,04-02-2021,"Lotus 54"" Badam Pink",Lotus,Sales,49.8,1000,14,14000,Anantadeb Madanmohan & Co.
PFRN/20-21/2605,04-02-2021,"Priyadarshini 120"" Blue",Priyadarshini,Sales,294.91,2000,38,76000,Anantadeb Madanmohan & Co.
PFRN/20-21/2605,04-02-2021,"30 LQ 42"" White",Mesh_Fabrics,Sales,451.14,9000,14,126000,Anantadeb Madanmohan & Co.
PFRN/20-21/2605,04-02-2021,"40 LQ 42""ZZ  White",Mesh_Fabrics,Sales,233.08,6000,11,66000,Anantadeb Madanmohan & Co.
PFRN/20-21/2619,05-02-2021,"Priyalite 54"" Blue",Priyalite,Sales,224.74,3750,14.5,54375,Anantadeb Madanmohan & Co.
PFRN/20-21/2619,05-02-2021,"Suvasini 54""Blue",Suvasini,Sales,461.17,9000,13,117000,Anantadeb Madanmohan & Co.
PFRN/20-21/2619,05-02-2021,"Hanuman 54""blue",Hanuman,Sales,485.52,12000,11.5,138000,Anantadeb Madanmohan & Co.
PFRN/20-21/2619,05-02-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,601.78,7500,18.5,138750,Anantadeb Madanmohan & Co.
PFRN/20-21/2619,05-02-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,531.57,7500,16.5,123750,Anantadeb Madanmohan & Co.
PFRN/20-21/2637,06-02-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,533.27,7500,16.5,123750,Anantadeb Madanmohan & Co.
PFRN/20-21/2637,06-02-2021,"Hanuman 54""blue",Hanuman,Sales,727.35,18000,11.5,207000,Anantadeb Madanmohan & Co.
PFRN/20-21/2637,06-02-2021,"Suvasini 54""Blue",Suvasini,Sales,460.19,9000,13,117000,Anantadeb Madanmohan & Co.
PFRN/20-21/2637,06-02-2021,"Priyalite 54"" Sea Green",Priyalite,Sales,449.09,7500,14.5,108750,Anantadeb Madanmohan & Co.
PFRN/20-21/2646,08-02-2021,"20 HQ 48"" White",Mesh_Fabrics,Sales,301.4,2250,35,78750,Anantadeb Madanmohan & Co.
PFRN/20-21/2646,08-02-2021,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,441.88,9000,14,126000,Anantadeb Madanmohan & Co.
PFRN/20-21/2646,08-02-2021,"Priyadarshini 60""Blue",Priyadarshini,Sales,298.93,3750,19,71250,Anantadeb Madanmohan & Co.
PFRN/20-21/2646,08-02-2021,"Suvasini 60"" Blue",Suvasini,Sales,267.75,4500,15.5,69750,Anantadeb Madanmohan & Co.
PFRN/20-21/2661,09-02-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,603.61,7500,18.5,138750,Anantadeb Madanmohan & Co.
PFRN/20-21/2661,09-02-2021,"Hanuman 54""blue",Hanuman,Sales,487.21,12000,11.5,138000,Anantadeb Madanmohan & Co.
PFRN/20-21/2661,09-02-2021,"Suvasini 54""Blue",Suvasini,Sales,457.58,9000,13,117000,Anantadeb Madanmohan & Co.
PFRN/20-21/2661,09-02-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,795.24,11250,16.5,185625,Anantadeb Madanmohan & Co.
PFRN/20-21/2763,17-02-2021,"Lotus 54"" Violet",Lotus,Sales,99.58,2000,14,28000,Anantadeb Madanmohan & Co.
PFRN/20-21/2763,17-02-2021,"Lotus 54"" Rose Pink",Lotus,Sales,68.41,1500,14,21000,Anantadeb Madanmohan & Co.
PFRN/20-21/2763,17-02-2021,"Lotus 54"" Sky Blue",Lotus,Sales,99.17,2000,14,28000,Anantadeb Madanmohan & Co.
PFRN/20-21/2763,17-02-2021,"Lotus 54"" Light Sea Green",Lotus,Sales,157.21,3000,14,42000,Anantadeb Madanmohan & Co.
PFRN/20-21/2763,17-02-2021,"Lotus 54"" Badam Pink",Lotus,Sales,74.14,1500,14,21000,Anantadeb Madanmohan & Co.
PFRN/20-21/2763,17-02-2021,"60 LQ 42""  White",Mesh_Fabrics,Sales,238.31,3600,22,79200,Anantadeb Madanmohan & Co.
PFRN/20-21/2763,17-02-2021,"Hanuman 54""blue",Hanuman,Sales,486.92,12000,11.5,138000,Anantadeb Madanmohan & Co.
PFRN/20-21/2763,17-02-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,526.22,7500,16.5,123750,Anantadeb Madanmohan & Co.
PFRN/20-21/2763,17-02-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,629.57,7500,18.5,138750,Anantadeb Madanmohan & Co.
PFRN/20-21/2763,17-02-2021,"Suvasini 54""Blue",Suvasini,Sales,233.6,4500,13,58500,Anantadeb Madanmohan & Co.
PFRN/20-21/2787,19-02-2021,"Hanuman 54""blue",Hanuman,Sales,737.51,18000,11.5,207000,Anantadeb Madanmohan & Co.
PFRN/20-21/2787,19-02-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,540.92,7500,16.5,123750,Anantadeb Madanmohan & Co.
PFRN/20-21/2787,19-02-2021,"Suvasini 54""Blue",Suvasini,Sales,961.51,18000,13,234000,Anantadeb Madanmohan & Co.
PFRN/20-21/2811,22-02-2021,"Lotus 54"" Light Sea Green",Lotus,Sales,78.59,1500,14,21000,Anantadeb Madanmohan & Co.
PFRN/20-21/2811,22-02-2021,"Lotus 54"" Badam Pink",Lotus,Sales,37.61,750,14,10500,Anantadeb Madanmohan & Co.
PFRN/20-21/2811,22-02-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,599.88,7500,18.5,138750,Anantadeb Madanmohan & Co.
PFRN/20-21/2811,22-02-2021,"Priyalite 54"" Blue",Priyalite,Sales,375.42,6000,14.5,87000,Anantadeb Madanmohan & Co.
PFRN/20-21/2811,22-02-2021,"Priyadarshini 54"" Blue",Priyadarshini,Sales,532.48,7500,16.5,123750,Anantadeb Madanmohan & Co.
PFRN/20-21/2811,22-02-2021,"Suvasini 54""Blue",Suvasini,Sales,471.83,9000,13,117000,Anantadeb Madanmohan & Co.
PFRN/20-21/2811,22-02-2021,"Priyalite 54"" Sea Green",Priyalite,Sales,90.5,1500,14.5,21750,Anantadeb Madanmohan & Co.
PFRN/20-21/2811,22-02-2021,"Lotus 54"" Violet",Lotus,Sales,50.89,1000,14,14000,Anantadeb Madanmohan & Co.
PFRN/20-21/2811,22-02-2021,"Lotus 54"" Rose Pink",Lotus,Sales,36.01,750,14,10500,Anantadeb Madanmohan & Co.
PFRN/20-21/2811,22-02-2021,"Lotus 54"" Sky Blue",Lotus,Sales,49.62,1000,14,14000,Anantadeb Madanmohan & Co.
PFRN/20-21/2559,01-02-2021,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,916.03,9000,27,243000,A R Traders
PFRN/20-21/2641,06-02-2021,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,689.22,6750,27,182250,A R Traders
PFRN/20-21/2643,06-02-2021,"Priyadarshini 60""Blue",Priyadarshini,Sales,59.78,750,20,15000,A R Traders
PFRN/20-21/2643,06-02-2021,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,233.22,2250,27,60750,A R Traders
PFRN/20-21/2655,08-02-2021,"40 MQ 120"" WHITE",Mesh_Fabrics,Sales,72.6,900,24,21600,A R Traders
PFRN/20-21/2655,08-02-2021,"40 MQ 48"" White",Mesh_Fabrics,Sales,30.51,360,24,8640,A R Traders
PFRN/20-21/2885,26-02-2021,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,833.72,8100,27,218700,A R Traders
PFRN/20-21/2555,01-02-2021,"Priyalite 60""Sea Green",Priyalite,Sales,521.81,7500,17,127500,Fair Deal Traders
PFRN/20-21/2556,01-02-2021,"Priyalite 60""Sea Green",Priyalite,Sales,522.66,7500,17,127500,Fair Deal Traders
PFRN/20-21/2557,01-02-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,563.99,10000,14,140000,Fair Deal Traders
PFRN/20-21/2590,03-02-2021,"40 HQ 42"" White",Mesh_Fabrics,Sales,158.32,1500,30,45000,Fair Deal Traders
PFRN/20-21/2590,03-02-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,577.93,10000,14,140000,Fair Deal Traders
PFRN/20-21/2620,05-02-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,590.79,10000,14,140000,Fair Deal Traders
PFRN/20-21/2662,09-02-2021,"Priyalite 60""Sea Green",Priyalite,Sales,537.41,7500,17,127500,Fair Deal Traders
PFRN/20-21/2666,09-02-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,573.62,10000,14,140000,Fair Deal Traders
PFRN/20-21/2688,11-02-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,600.99,10000,14,140000,Fair Deal Traders
PFRN/20-21/2753,16-02-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,578.93,10000,14,140000,Fair Deal Traders
PFRN/20-21/2772,18-02-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,589.87,10000,14,140000,Fair Deal Traders
PFRN/20-21/2795,20-02-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,592.19,10000,14,140000,Fair Deal Traders
PFRN/20-21/2867,25-02-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,585.54,10000,14,140000,Fair Deal Traders
PFRN/20-21/2905,27-02-2021,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,573.39,10000,14,140000,Fair Deal Traders
PFRN/20-21/2907,27-02-2021,"Priyalite 84"" Sea Green",Priyalite,Sales,231.97,2400,26,62400,Fair Deal Traders
PFRN/20-21/2908,27-02-2021,"20 MQ 42"" White",Mesh_Fabrics,Sales,521.06,6000,19,114000,Fair Deal Traders
PFRN/20-21/2909,27-02-2021,"Priyalite 60""Sea Green",Priyalite,Sales,313.14,4500,17,76500,Fair Deal Traders
PFRN/20-21/2766,17-02-2021,"20 Mesh SHQ48""White(Super Gold)",Mesh_Fabrics,Sales,67.8,260,75,19500,Goutam Enterprises
PFRN/20-21/2599,03-02-2021,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,227.48,4500,14.5,65250,M/s Parameshwa Rao Traders
PFRN/20-21/2745,15-02-2021,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,228.2,4500,14.5,65250,M/s Parameshwa Rao Traders
PFRN/20-21/2864,25-02-2021,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,55.3,360,34,12240,M/s Parameshwa Rao Traders
PFRN/20-21/2864,25-02-2021,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,90.82,1800,14.5,26100,M/s Parameshwa Rao Traders
PFRN/20-21/2635,06-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,280,3300,13.33,43989,MTR Foods Private Limited
PFRN/20-21/2635,06-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,867,10200,13.33,135966,MTR Foods Private Limited
PFRN/20-21/2716,13-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,408,4800,13.96,67008,MTR Foods Private Limited
PFRN/20-21/2716,13-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,918,10800,13.96,150768,MTR Foods Private Limited
PFRN/20-21/2731,15-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,408,4800,13.96,67008,MTR Foods Private Limited
PFRN/20-21/2731,15-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,570,6000,16.41,98460,MTR Foods Private Limited
PFRN/20-21/2810,22-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,285,3000,16.41,49230,MTR Foods Private Limited
PFRN/20-21/2810,22-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,102,1200,13.96,16752,MTR Foods Private Limited
PFRN/20-21/2810,22-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,255,3000,13.96,41880,MTR Foods Private Limited
PFRN/20-21/2810,22-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,663,7800,13.96,108888,MTR Foods Private Limited
PFRN/20-21/2875,26-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,220,2100,18.26,38346,MTR Foods Private Limited
PFRN/20-21/2876,26-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,200,2100,16.41,34461,MTR Foods Private Limited
PFRN/20-21/2876,26-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,172,2100,13.96,29316,MTR Foods Private Limited
PFRN/20-21/2876,26-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,197,2400,13.96,33504,MTR Foods Private Limited
PFRN/20-21/2876,26-02-2021,PP Woven Sacks,Mesh_Fabrics,Sales,492,6000,13.96,83760,MTR Foods Private Limited
PFRN/20-21/2578,02-02-2021,"40 LQ 42""  White",Mesh_Fabrics,Sales,123.02,1800,19.5,35100,Patra Enterprises
PFRN/20-21/2578,02-02-2021,"60 HQ 42""  White",Mesh_Fabrics,Sales,120.67,1200,42,50400,Patra Enterprises
PFRN/20-21/2578,02-02-2021,"60 LQ 42""  White",Mesh_Fabrics,Sales,61.13,900,23,20700,Patra Enterprises
PFRN/20-21/2578,02-02-2021,"20 MQ 42"" White",Mesh_Fabrics,Sales,52.06,600,20,12000,Patra Enterprises
PFRN/20-21/2578,02-02-2021,"Hanuman 54""blue",Hanuman,Sales,482.15,12000,13,156000,Patra Enterprises
PFRN/20-21/2595,03-02-2021,"Suvasini 54""Blue",Suvasini,Sales,228.54,4500,14,63000,Patra Enterprises
PFRN/20-21/2595,03-02-2021,"Priyalite 54"" Blue",Priyalite,Sales,240.69,4000,17,68000,Patra Enterprises
PFRN/20-21/2788,19-02-2021,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,302.42,3750,22,82500,Patra Enterprises
PFRN/20-21/2854,24-02-2021,"Hanuman 54""blue",Hanuman,Sales,499.79,12000,13,156000,Patra Enterprises
PFRN/20-21/2865,25-02-2021,"Hanuman 54""blue",Hanuman,Sales,506.4,12000,13,156000,Patra Enterprises
PFRN/20-21/2872,25-02-2021,"Suvasini 54""Blue",Suvasini,Sales,495.8,9450,14,132300,Patra Enterprises
PFRN/20-21/2872,25-02-2021,"SHER 54"" Sky Blue",Mesh_Fabrics,Sales,28.53,550,14,7700,Patra Enterprises
PFRN/20-21/2874,25-02-2021,"Suvasini 54""Blue",Suvasini,Sales,520.03,10000,14,140000,Patra Enterprises
PFRN/20-21/2583,02-02-2021,20MESHMQ84BLUE,Mesh_Fabrics,Sales,204.08,1200,40,48000,Raghunath Agarwala
PFRN/20-21/2622,05-02-2021,"Suvasini 54"" Blue (Matic)",Suvasini,Sales,497.52,10000,15,150000,Raghunath Agarwala
PFRN/20-21/2636,06-02-2021,"Suvasini 54"" Blue (Matic)",Suvasini,Sales,162.56,3250,15,48750,Raghunath Agarwala
PFRN/20-21/2636,06-02-2021,"Suvasini 54""Blue",Suvasini,Sales,352.8,6750,15,101250,Raghunath Agarwala
PFRN/20-21/2642,06-02-2021,"SHER 54"" Sky Blue",Mesh_Fabrics,Sales,512.17,10000,15,150000,Raghunath Agarwala
PFRN/20-21/2650,08-02-2021,"SHER 54"" Sky Blue",Mesh_Fabrics,Sales,510.2,10000,15,150000,Raghunath Agarwala
PFRN/20-21/2760,16-02-2021,"Hanuman 54""blue",Hanuman,Sales,491.33,12000,13,156000,Raghunath Agarwala
PFRN/20-21/2773,18-02-2021,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,522.61,6000,16,96000,Raghunath Agarwala
PFRN/20-21/2773,18-02-2021,"Suvasini 120"" Blue",Suvasini,Sales,229.95,2000,32,64000,Raghunath Agarwala
